代码,名称,日期,open,high,low,close,成交额(百万),成交量(股),macd,rsi_6,kdj,cci,sma10,ema10,change
399300.SZ,沪深300,2002/8/29,1362.67,1362.67,1362.67,1362.67,0,0,1.349652143,45.6581898,61.81474212,13.76403437,1366.577,1365.772328,-1
399300.SZ,沪深300,2002/8/30,1361.3,1361.3,1361.3,1361.3,0,0,0.935545745,43.80496145,41.20982808,-1.617191927,1367.745,1364.959177,-1
399300.SZ,沪深300,2002/9/2,1362.15,1362.15,1362.15,1362.15,0,0,0.668247845,45.4533439,28.87239567,-5.906012932,1369.244,1364.448418,1
399300.SZ,沪深300,2002/9/3,1366.71,1366.71,1366.71,1366.71,0,0,0.814969975,54.11763386,28.15361358,20.40241417,1368.91,1364.859614,1
399300.SZ,沪深300,2002/9/4,1358.78,1358.78,1358.78,1358.78,0,0,0.288046046,40.64478897,18.76907572,-60.78175403,1367.692,1363.75423,-1
399300.SZ,沪深300,2002/9/5,1341.47,1341.47,1341.47,1341.47,0,0,-1.508917592,24.60163823,12.51271715,-197.5790321,1363.684,1359.702552,-1
399300.SZ,沪深300,2002/9/6,1334.34,1334.34,1334.34,1334.34,0,0,-3.468372096,20.58541282,8.34181143,-220.887106,1359.176,1355.091179,-1
399300.SZ,沪深300,2002/9/9,1323.13,1323.13,1323.13,1323.13,0,0,-5.858273364,15.73807753,5.56120762,-206.9764812,1354.871,1349.280055,-1
399300.SZ,沪深300,2002/9/10,1324.21,1324.21,1324.21,1324.21,0,0,-7.577788505,17.97118341,4.53353875,-145.7776152,1350.316,1344.721863,1
399300.SZ,沪深300,2002/9/11,1319.03,1319.03,1319.03,1319.03,0,0,-9.251848422,15.59276463,3.022359167,-129.5408794,1345.379,1340.050616,-1
399300.SZ,沪深300,2002/9/12,1322.23,1322.23,1322.23,1322.23,0,0,-10.20272963,23.13407747,4.252042576,-96.75544722,1341.335,1336.810504,1
399300.SZ,沪深300,2002/9/13,1321.81,1321.81,1321.81,1321.81,0,0,-10.86495572,22.81305803,4.778207355,-83.640043,1337.386,1334.083139,-1
399300.SZ,沪深300,2002/9/16,1302.62,1302.62,1302.62,1302.62,0,0,-12.79079908,12.95587476,3.18547157,-129.429791,1331.433,1328.362569,-1
399300.SZ,沪深300,2002/9/17,1304.38,1304.38,1304.38,1304.38,0,0,-14.01348798,16.90727713,3.633729224,-108.1275838,1325.2,1324.002102,1
399300.SZ,沪深300,2002/9/18,1295.56,1295.56,1295.56,1295.56,0,0,-15.51532546,13.28153295,2.422486149,-121.4872217,1318.878,1318.83081,-1
399300.SZ,沪深300,2002/9/19,1319.82,1319.82,1319.82,1319.82,0,0,-14.57989892,49.22291192,29.84070339,-32.46519438,1316.713,1319.010663,1
399300.SZ,沪深300,2002/9/20,1305.75,1305.75,1305.75,1305.75,0,0,-14.80325331,38.20325531,31.74953234,-82.95997733,1313.854,1316.599633,-1
399300.SZ,沪深300,2002/9/23,1304.92,1304.92,1304.92,1304.92,0,0,-14.87575869,37.60726696,32.86489257,-80.19245883,1312.033,1314.476064,-1
399300.SZ,沪深300,2002/9/24,1299.19,1299.19,1299.19,1299.19,0,0,-15.22013386,33.30318135,26.44686127,-94.3283372,1309.531,1311.696779,-1
399300.SZ,沪深300,2002/9/25,1299.52,1299.52,1299.52,1299.52,0,0,-15.29016985,33.82658081,22.65981227,-80.03232217,1307.58,1309.482819,1
399300.SZ,沪深300,2002/9/26,1291.38,1291.38,1291.38,1291.38,0,0,-15.82013824,27.45030573,15.10654151,-116.0958457,1304.495,1306.191398,-1
399300.SZ,沪深300,2002/9/27,1285.65,1285.65,1285.65,1285.65,0,0,-16.51216258,23.67980876,10.07102768,-135.9952897,1300.879,1302.456598,-1
399300.SZ,沪深300,2002/10/8,1272.94,1272.94,1272.94,1272.94,0,0,-17.88007605,17.34003719,6.714018451,-186.9384873,1297.911,1297.089944,-1
399300.SZ,沪深300,2002/10/9,1247.53,1247.53,1247.53,1247.53,0,0,-20.77504796,10.55840628,4.476012301,-242.2480677,1292.226,1288.079045,-1
399300.SZ,沪深300,2002/10/10,1241.55,1241.55,1241.55,1241.55,0,0,-23.28347218,9.508231386,2.9840082,-193.2898314,1286.825,1279.619219,-1
399300.SZ,沪深300,2002/10/11,1237.14,1237.14,1237.14,1237.14,0,0,-25.33521758,8.739021721,1.9893388,-156.4317071,1278.557,1271.895724,-1
399300.SZ,沪深300,2002/10/14,1243.74,1243.74,1243.74,1243.74,0,0,-26.12749465,20.31617436,4.852997268,-106.8193482,1272.356,1266.776502,1
399300.SZ,沪深300,2002/10/15,1238.97,1238.97,1238.97,1238.97,0,0,-26.8309878,18.30252714,4.213209037,-98.24945809,1265.761,1261.720774,-1
399300.SZ,沪深300,2002/10/16,1247.72,1247.72,1247.72,1247.72,0,0,-26.37838616,32.93473942,9.310772593,-65.0913339,1260.614,1259.175179,1
399300.SZ,沪深300,2002/10/17,1228.26,1228.26,1228.26,1228.26,0,0,-27.27553897,22.28348909,6.207181729,-97.67831072,1253.488,1253.554237,-1
399300.SZ,沪深300,2002/10/18,1233.67,1233.67,1233.67,1233.67,0,0,-27.2360374,29.85179374,8.174229777,-74.301241,1247.717,1249.938921,1
399300.SZ,沪深300,2002/10/21,1237.36,1237.36,1237.36,1237.36,0,0,-26.60034784,35.03032224,21.03701649,-58.18404017,1242.888,1247.651845,1
399300.SZ,沪深300,2002/10/22,1254.74,1254.74,1254.74,1254.74,0,0,-24.41272455,54.15786832,47.358011,1.554408792,1241.068,1248.9406,1
399300.SZ,沪深300,2002/10/23,1255.64,1255.64,1255.64,1255.64,0,0,-22.34877215,54.9814637,64.90534066,19.98428371,1241.879,1250.158673,1
399300.SZ,沪深300,2002/10/24,1244.56,1244.56,1244.56,1244.56,0,0,-21.3609028,43.44930889,63.1143956,-19.57708927,1242.18,1249.140732,-1
399300.SZ,沪深300,2002/10/25,1233.58,1233.58,1233.58,1233.58,0,0,-21.21939906,34.7754756,48.55301075,-83.87721396,1241.824,1246.311508,-1
399300.SZ,沪深300,2002/10/28,1219.43,1219.43,1219.43,1219.43,0,0,-21.99549227,26.57214583,32.36867383,-181.7315775,1239.393,1241.423961,-1
399300.SZ,沪深300,2002/10/29,1226.78,1226.78,1226.78,1226.78,0,0,-21.76655703,35.98480457,28.34520261,-101.3068353,1238.174,1238.761423,1
399300.SZ,沪深300,2002/10/30,1225.94,1225.94,1225.94,1225.94,0,0,-21.40614839,35.36311274,24.8896214,-92.41686747,1235.996,1236.430255,-1
399300.SZ,沪深300,2002/10/31,1225.34,1225.34,1225.34,1225.34,0,0,-20.92769547,34.84708193,22.03356699,-82.72052211,1235.704,1234.413845,-1
399300.SZ,沪深300,2002/11/1,1227.85,1227.85,1227.85,1227.85,0,0,-20.11411905,39.29401293,22.44012631,-56.5771965,1235.122,1233.220419,1
399300.SZ,沪深300,2002/11/4,1246.8,1246.8,1246.8,1246.8,0,0,-17.73580038,62.48925625,40.15570236,71.01616708,1236.066,1235.689434,1
399300.SZ,沪深300,2002/11/5,1265.73,1265.73,1265.73,1265.73,0,0,-14.16024281,74.27292389,60.10380157,164.9542786,1237.165,1241.151355,1
399300.SZ,沪深300,2002/11/6,1260.05,1260.05,1260.05,1260.05,0,0,-11.65061506,66.72554884,69.31326152,106.552408,1237.606,1244.587472,-1
399300.SZ,沪深300,2002/11/7,1259.87,1259.87,1259.87,1259.87,0,0,-9.565970929,66.46869387,75.32331186,88.78307432,1239.137,1247.366113,-1
399300.SZ,沪深300,2002/11/8,1232.94,1232.94,1232.94,1232.94,0,0,-9.971950515,39.30500429,56.48772082,-40.26321622,1239.073,1244.743184,-1
399300.SZ,沪深300,2002/11/11,1218.36,1218.36,1218.36,1218.36,0,0,-11.33946194,31.05873079,37.65848055,-95.28483394,1238.966,1239.946241,-1
399300.SZ,沪深300,2002/11/12,1200.92,1200.92,1200.92,1200.92,0,0,-13.67287422,23.87025075,25.1056537,-154.3023582,1236.38,1232.850561,-1
399300.SZ,沪深300,2002/11/13,1206.42,1206.42,1206.42,1206.42,0,0,-14.90648363,30.00137777,19.56588403,-113.1325507,1234.428,1228.045004,1
399300.SZ,沪深300,2002/11/14,1183.64,1183.64,1183.64,1183.64,0,0,-17.52031999,21.42535089,13.04392269,-171.1754154,1230.258,1219.971367,-1
399300.SZ,沪深300,2002/11/15,1186.92,1186.92,1186.92,1186.92,0,0,-19.10688331,25.12356022,10.02781998,-134.7328244,1226.165,1213.962028,1
399300.SZ,沪深300,2002/11/18,1174.82,1174.82,1174.82,1174.82,0,0,-21.09741704,20.79155655,6.685213321,-135.6502268,1218.967,1206.845295,-1
399300.SZ,沪深300,2002/11/19,1182.64,1182.64,1182.64,1182.64,0,0,-21.792708,30.13429723,7.521672686,-94.16214438,1210.658,1202.444333,1
399300.SZ,沪深300,2002/11/20,1154.9,1154.9,1154.9,1154.9,0,0,-24.30197895,20.06154515,5.014448458,-131.8428506,1200.143,1193.799909,-1
399300.SZ,沪深300,2002/11/21,1125.38,1125.38,1125.38,1125.38,0,0,-28.3458579,14.05999552,3.342965638,-158.1380424,1186.694,1181.359925,-1
399300.SZ,沪深300,2002/11/22,1128.07,1128.07,1128.07,1128.07,0,0,-30.97652252,16.7822709,3.335093249,-129.6372132,1176.207,1171.670848,1
399300.SZ,沪深300,2002/11/25,1133.17,1133.17,1133.17,1133.17,0,0,-32.27773817,22.37636541,5.427574506,-107.2149717,1167.688,1164.670694,1
399300.SZ,沪深300,2002/11/26,1111.05,1111.05,1111.05,1111.05,0,0,-34.69392991,16.57664786,3.618383004,-129.2002087,1158.701,1154.921477,-1
399300.SZ,沪深300,2002/11/27,1118.96,1118.96,1118.96,1118.96,0,0,-35.56058809,24.92646165,5.887498076,-96.5682116,1149.955,1148.383026,1
399300.SZ,沪深300,2002/11/28,1150.59,1150.59,1150.59,1150.59,0,0,-33.3111542,49.28417832,22.33539123,-25.88507878,1146.65,1148.784294,1
399300.SZ,沪深300,2002/11/29,1164.62,1164.62,1164.62,1164.62,0,0,-30.04996071,56.75290189,39.83322306,14.56977011,1144.42,1151.663514,1
399300.SZ,沪深300,2002/12/2,1132.93,1132.93,1132.93,1132.93,0,0,-29.68042196,40.56207852,40.17006732,-55.22549768,1140.231,1148.25742,-1
399300.SZ,沪深300,2002/12/3,1144.63,1144.63,1144.63,1144.63,0,0,-28.11932558,47.23166791,47.67482429,-14.80555373,1136.43,1147.597889,1
399300.SZ,沪深300,2002/12/4,1147.54,1147.54,1147.54,1147.54,0,0,-26.34365948,48.94164647,54.48871056,2.324771008,1135.694,1147.587364,1
399300.SZ,沪深300,2002/12/5,1139.75,1139.75,1139.75,1139.75,0,0,-25.27367991,44.32726064,54.18406104,-15.2034602,1137.131,1146.162389,-1
399300.SZ,沪深300,2002/12/6,1139.8,1139.8,1139.8,1139.8,0,0,-24.14336909,44.36766018,54.0120733,-5.671986712,1138.304,1145.005591,1
399300.SZ,沪深300,2002/12/9,1136.25,1136.25,1136.25,1136.25,0,0,-23.26585069,41.78429092,48.63032949,-8.605734308,1138.612,1143.413665,-1
399300.SZ,沪深300,2002/12/10,1122.91,1122.91,1122.91,1122.91,0,0,-23.37735788,33.09489331,32.42021966,-77.37155243,1139.798,1139.685726,-1
399300.SZ,沪深300,2002/12/11,1117.44,1117.44,1117.44,1117.44,0,0,-23.63466569,30.02276043,21.61347977,-102.3426831,1139.646,1135.641049,-1
399300.SZ,沪深300,2002/12/12,1122.23,1122.23,1122.23,1122.23,0,0,-23.18481095,36.24207625,19.71352694,-69.16327234,1136.81,1133.202676,1
399300.SZ,沪深300,2002/12/13,1132.08,1132.08,1132.08,1132.08,0,0,-21.78239132,47.71003491,29.35497588,-12.74711116,1133.556,1132.998553,1
399300.SZ,沪深300,2002/12/16,1141.52,1141.52,1141.52,1141.52,0,0,-19.68234871,56.6725875,46.23665058,32.05401076,1134.415,1134.547907,1
399300.SZ,沪深300,2002/12/17,1148.6,1148.6,1148.6,1148.6,0,0,-17.2479296,62.46306851,64.15776706,68.41743907,1134.812,1137.102833,1
399300.SZ,沪深300,2002/12/18,1143.94,1143.94,1143.94,1143.94,0,0,-15.51580147,56.49919961,71.1201545,41.42096642,1134.452,1138.345954,-1
399300.SZ,沪深300,2002/12/19,1145.07,1145.07,1145.07,1145.07,0,0,-13.89176032,57.67511041,76.97056085,68.31575149,1134.984,1139.568508,1
399300.SZ,沪深300,2002/12/20,1157.34,1157.34,1157.34,1157.34,0,0,-11.48224935,68.69989837,84.64704057,142.6136276,1136.738,1142.799688,1
399300.SZ,沪深300,2002/12/23,1159.43,1159.43,1159.43,1159.43,0,0,-9.296880361,70.28214728,89.76469371,138.5513187,1139.056,1145.823381,1
399300.SZ,沪深300,2002/12/24,1159.06,1159.06,1159.06,1159.06,0,0,-7.508264999,69.53540332,92.84492126,120.6089965,1142.671,1148.230039,-1
399300.SZ,沪深300,2002/12/25,1151.16,1151.16,1151.16,1151.16,0,0,-6.651563324,54.65638667,85.15072752,60.7428294,1146.043,1148.762759,-1
399300.SZ,沪深300,2002/12/26,1119.36,1119.36,1119.36,1119.36,0,0,-8.441309117,26.8767589,56.76715168,-107.8629903,1145.756,1143.416803,-1
399300.SZ,沪深300,2002/12/27,1120.28,1120.28,1120.28,1120.28,0,0,-9.673944037,28.14466324,38.61009513,-87.86481884,1144.576,1139.210112,1
399300.SZ,沪深300,2002/12/30,1108.94,1108.94,1108.94,1108.94,0,0,-11.43405464,22.39977922,25.74006342,-127.0410471,1141.318,1133.706455,-1
399300.SZ,沪深300,2002/12/31,1103.64,1103.64,1103.64,1103.64,0,0,-13.10554808,20.09886321,17.16004228,-135.9785755,1136.822,1128.239827,-1
399300.SZ,沪深300,2003/1/2,1074.98,1074.98,1074.98,1074.98,0,0,-16.55203952,12.06009709,11.44002819,-193.9640998,1129.926,1118.556222,-1
399300.SZ,沪深300,2003/1/3,1073.52,1073.52,1073.52,1073.52,0,0,-19.1801221,11.77226718,7.626685458,-149.266682,1122.771,1110.367818,-1
399300.SZ,沪深300,2003/1/6,1084.88,1084.88,1084.88,1084.88,0,0,-20.11437345,27.85010204,9.511235867,-98.8355321,1115.525,1105.733669,1
399300.SZ,沪深300,2003/1/7,1081.62,1081.62,1081.62,1081.62,0,0,-20.87717011,26.20559056,9.818412783,-92.5566343,1107.744,1101.349366,-1
399300.SZ,沪深300,2003/1/8,1111.83,1111.83,1111.83,1111.83,0,0,-18.82697184,55.45525825,33.8552749,-15.30885421,1103.021,1103.254936,1
399300.SZ,沪深300,2003/1/9,1132.17,1132.17,1132.17,1132.17,0,0,-15.38357467,66.26018149,55.9035166,39.35742972,1101.122,1108.51222,1
399300.SZ,沪深300,2003/1/10,1121.58,1121.58,1121.58,1121.58,0,0,-13.3552313,57.54007268,64.58358907,20.53167712,1101.344,1110.88818,-1
399300.SZ,沪深300,2003/1/13,1124.33,1124.33,1124.33,1124.33,0,0,-11.3945038,59.21274822,71.93324807,40.03512055,1101.749,1113.332147,1
399300.SZ,沪深300,2003/1/14,1185.87,1185.87,1185.87,1185.87,0,0,-4.819295627,80.18001512,81.28883205,213.1075453,1109.442,1126.520848,1
399300.SZ,沪深300,2003/1/15,1177.97,1177.97,1177.97,1177.97,0,0,-0.243057934,74.29650368,85.18202214,169.6351503,1116.875,1135.875239,-1
399300.SZ,沪深300,2003/1/16,1196.39,1196.39,1196.39,1196.39,0,0,4.814485071,78.67481849,90.12134809,166.4263054,1129.016,1146.877923,1
399300.SZ,沪深300,2003/1/17,1190.9,1190.9,1190.9,1190.9,0,0,8.284132896,74.1569792,91.81973873,119.7403802,1140.754,1154.881937,-1
399300.SZ,沪深300,2003/1/20,1194.72,1194.72,1194.72,1194.72,0,0,11.21284121,75.33939707,93.8881828,102.4670647,1151.738,1162.125221,1
399300.SZ,沪深300,2003/1/21,1172.13,1172.13,1172.13,1172.13,0,0,11.57758032,56.87345618,85.11584864,55.22922044,1160.789,1163.944272,-1
399300.SZ,沪深300,2003/1/22,1174.57,1174.57,1174.57,1174.57,0,0,11.92605021,58.20135903,80.35482455,49.94490064,1167.063,1165.876222,1
399300.SZ,沪深300,2003/1/23,1167.64,1167.64,1167.64,1167.64,0,0,11.51033801,52.67371286,73.60411377,30.62838214,1170.61,1166.196909,-1
399300.SZ,沪深300,2003/1/24,1187.69,1187.69,1187.69,1187.69,0,0,12.65289583,64.40932449,72.31578599,61.54374608,1177.221,1170.104744,1
399300.SZ,沪深300,2003/1/27,1203.32,1203.32,1203.32,1203.32,0,0,14.65070727,71.11072763,81.54385733,94.12113714,1185.12,1176.143881,1
399300.SZ,沪深300,2003/1/28,1206.86,1206.86,1206.86,1206.86,0,0,16.33137768,72.51715323,87.69590488,100.7227332,1187.219,1181.72863,1
399300.SZ,沪深300,2003/1/29,1207.6,1207.6,1207.6,1207.6,0,0,17.52106102,72.84872691,91.79726992,95.25419523,1190.182,1186.432516,1
399300.SZ,沪深300,2003/2/10,1190.46,1190.46,1190.46,1190.46,0,0,16.88618546,54.55465128,80.23388232,27.31160402,1189.589,1187.164786,-1
399300.SZ,沪深300,2003/2/11,1201.29,1201.29,1201.29,1201.29,0,0,17.06027229,61.82375124,81.55899128,73.33607231,1190.628,1189.733006,1
399300.SZ,沪深300,2003/2/12,1214.8,1214.8,1214.8,1214.8,0,0,18.07996684,69.19882849,87.70599419,130.7338141,1192.636,1194.290642,1
399300.SZ,沪深300,2003/2/13,1208.84,1208.84,1208.84,1208.84,0,0,18.19739172,62.77851121,87.59138657,84.86529319,1196.307,1196.935979,-1
399300.SZ,沪深300,2003/2/14,1213.7,1213.7,1213.7,1213.7,0,0,18.4697059,65.87651786,90.3750766,96.19742008,1200.22,1199.983983,1
399300.SZ,沪深300,2003/2/17,1204.7,1204.7,1204.7,1204.7,0,0,17.75462777,55.59390923,79.7515575,43.20320257,1203.926,1200.841441,-1
399300.SZ,沪深300,2003/2/18,1204.94,1204.94,1204.94,1204.94,0,0,17.01119473,55.81460873,72.99788851,39.77583267,1205.651,1201.586633,1
399300.SZ,沪深300,2003/2/19,1216.58,1216.58,1216.58,1216.58,0,0,17.16342018,65.72798228,81.99859234,94.88458216,1206.977,1204.3127,1
399300.SZ,沪深300,2003/2/20,1215.15,1215.15,1215.15,1215.15,0,0,16.97301653,63.62359684,86.17415089,85.93834229,1207.806,1206.283118,-1
399300.SZ,沪深300,2003/2/21,1191.63,1191.63,1191.63,1191.63,0,0,14.75417588,38.98711772,57.44943393,-123.4952013,1206.209,1203.618915,-1
399300.SZ,沪深300,2003/2/24,1192.99,1192.99,1192.99,1192.99,0,0,12.95611924,40.58354807,40.11658989,-121.0191083,1206.462,1201.686385,1
399300.SZ,沪深300,2003/2/25,1214.85,1214.85,1214.85,1214.85,0,0,13.14355498,60.51238131,57.76643735,82.08202791,1207.818,1204.079769,1
399300.SZ,沪深300,2003/2/26,1214.4,1214.4,1214.4,1214.4,0,0,13.1047248,60.01512594,68.93179991,68.47283171,1207.778,1205.956175,-1
399300.SZ,沪深300,2003/2/27,1215.46,1215.46,1215.46,1215.46,0,0,13.00951911,60.92280684,77.79154062,68.50826412,1208.44,1207.684143,1
399300.SZ,沪深300,2003/2/28,1213.86,1213.86,1213.86,1213.86,0,0,12.6590358,58.51671198,81.56042588,48.74800344,1208.456,1208.807026,-1
399300.SZ,沪深300,2003/3/3,1223.41,1223.41,1223.41,1223.41,0,0,13.00200146,67.6638591,87.70695059,124.619776,1210.327,1211.462112,1
399300.SZ,沪深300,2003/3/4,1222.38,1222.38,1222.38,1222.38,0,0,13.04037055,65.78642847,90.72428969,103.8309872,1212.071,1213.447183,-1
399300.SZ,沪深300,2003/3/5,1217.89,1217.89,1217.89,1217.89,0,0,12.56364696,57.44819774,88.02638822,56.73423795,1212.202,1214.254968,-1
399300.SZ,沪深300,2003/3/6,1202.44,1202.44,1202.44,1202.44,0,0,10.81449147,37.71149091,69.0392884,-68.004002,1210.931,1212.106792,-1
399300.SZ,沪深300,2003/3/7,1198.74,1198.74,1198.74,1198.74,0,0,9.025671737,34.322775,46.02619227,-88.80033754,1211.642,1209.676466,-1
399300.SZ,沪深300,2003/3/10,1178.15,1178.15,1178.15,1178.15,0,0,5.878811018,21.45088088,30.68412818,-180.7349873,1210.158,1203.944381,-1
399300.SZ,沪深300,2003/3/11,1177.8,1177.8,1177.8,1177.8,0,0,3.318406625,21.28803061,20.45608545,-141.0234553,1206.453,1199.190857,-1
399300.SZ,沪深300,2003/3/12,1182.42,1182.42,1182.42,1182.42,0,0,1.643122196,29.73737326,17.01384283,-98.45853527,1203.255,1196.141611,1
399300.SZ,沪深300,2003/3/13,1175.16,1175.16,1175.16,1175.16,0,0,-0.267292922,24.73122542,11.34256189,-117.0369485,1199.225,1192.326772,-1
399300.SZ,沪深300,2003/3/14,1177.61,1177.61,1177.61,1177.61,0,0,-1.565569236,29.53502706,9.291201079,-93.96640272,1195.6,1189.650996,1
399300.SZ,沪深300,2003/3/17,1179.23,1179.23,1179.23,1179.23,0,0,-2.435665273,32.93143175,9.369108699,-74.54694052,1191.182,1187.756269,1
399300.SZ,沪深300,2003/3/18,1173.79,1173.79,1173.79,1173.79,0,0,-3.523567693,27.57550377,6.246072466,-81.40148788,1186.323,1185.216947,-1
399300.SZ,沪深300,2003/3/19,1180.23,1180.23,1180.23,1180.23,0,0,-3.822026082,41.16817088,12.76792273,-49.86792759,1182.557,1184.31023,1
399300.SZ,沪深300,2003/3/20,1175.86,1175.86,1175.86,1175.86,0,0,-4.360909138,35.71066784,16.50731349,-59.88410669,1179.899,1182.773824,-1
399300.SZ,沪深300,2003/3/21,1185.42,1185.42,1185.42,1185.42,0,0,-3.97079291,52.30792531,44.33820899,-11.46283803,1178.567,1183.254947,1
399300.SZ,沪深300,2003/3/24,1187.64,1187.64,1187.64,1187.64,0,0,-3.442801074,55.50865694,62.89213933,17.39086703,1179.516,1184.052229,1
399300.SZ,沪深300,2003/3/25,1176.1,1176.1,1176.1,1176.1,0,0,-3.910467857,39.12817386,47.48765967,-62.089574,1179.346,1182.60637,-1
399300.SZ,沪深300,2003/3/26,1171.2,1171.2,1171.2,1171.2,0,0,-4.623192911,34.0137981,31.65843978,-117.7839563,1178.224,1180.532484,-1
399300.SZ,沪深300,2003/3/27,1201.37,1201.37,1201.37,1201.37,0,0,-2.722186125,66.43200278,54.43895985,272.3642695,1180.845,1184.321123,1
399300.SZ,沪深300,2003/3/28,1199.26,1199.26,1199.26,1199.26,0,0,-1.370090369,63.80140493,67.29473912,171.7033035,1183.01,1187.037283,-1
399300.SZ,沪深300,2003/3/31,1215.17,1215.17,1215.17,1215.17,0,0,0.974031268,73.35006189,78.19649275,214.0321816,1186.604,1192.152322,1
399300.SZ,沪深300,2003/4/1,1223.56,1223.56,1223.56,1223.56,0,0,3.468781482,77.16226952,85.4643285,186.7548556,1191.581,1197.862809,1
399300.SZ,沪深300,2003/4/2,1222.97,1222.97,1222.97,1222.97,0,0,5.336762059,76.24193534,89.93394754,138.3172628,1195.855,1202.427753,-1
399300.SZ,沪深300,2003/4/3,1215.34,1215.34,1215.34,1215.34,0,0,6.130800836,64.33403662,88.05629607,87.29249517,1199.803,1204.775434,-1
399300.SZ,沪深300,2003/4/4,1223.56,1223.56,1223.56,1223.56,0,0,7.338770809,70.3257324,92.03753071,100.500684,1203.617,1208.19081,1
399300.SZ,沪深300,2003/4/7,1217.92,1217.92,1217.92,1217.92,0,0,7.751638783,61.78029486,91.10116002,69.6972179,1206.645,1209.959753,-1
399300.SZ,沪深300,2003/4/8,1221.57,1221.57,1221.57,1221.57,0,0,8.277941171,65.07593535,91.33767321,72.64156115,1211.192,1212.070707,1
